"Dictamen";"Antiguedad.Trabajo";"Vivienda";"Plazo";"Edad";"Estado.civil";"Registros";"Tipo.trabajo";"Gastos";"Ingresos";"Patrimonio";"Cargas.patrimoniales";"Importe.solicitado";"Precio.del.bien.financiado";"Estalvi";"RatiFin"
"positiu";4;"pares";60;26;"solter";"reg_no";"autonom";35;60;0;0;600;710;2.5;84.5070422535211
"positiu";5;"escriptura";48;32;"casat";"reg_no";"autonom";75;110;9500;0;1195;1244;1.40585774058577;96.0610932475884
"positiu";20;"lloguer";60;38;"casat";"reg_no";"fixe";75;150;0;0;1150;1450;3.91304347826087;79.3103448275862
"positiu";12;"pares";48;38;"separat";"reg_no";"fixe";35;154;0;0;1300;2094;4.39384615384615;62.0821394460363
"positiu";6;"escriptura";60;29;"casat";"reg_no";"fixe";60;220;15000;4500;1200;1256;5.75;95.5414012738854
"positiu";5;"pares";24;27;"solter";"reg_no";"autonom";35;115;10000;0;325;425;5.90769230769231;76.4705882352941
"negatiu";7;"lloguer";60;38;"casat";"reg_no";"autonom";90;0;0;0;1370;1397;-3.94160583941606;98.067287043665
"positiu";1;"pares";60;30;"solter";"reg_no";"fixe";35;113;0;0;930;955;5.03225806451613;97.3821989528796
"negatiu";1;"escriptura";48;33;"casat";"reg_no";"autonom";60;198;3000;0;1800;2196;3.68;81.9672131147541
"negatiu";0;"ignora_cont";48;37;"casat";"reg_no";"fixe";60;80;18000;0;900;975;1.06666666666667;92.3076923076923
"positiu";7;"lloguer";60;60;"casat";"reg_no";"fixe";68;77;4000;0;800;1054;0.675;75.9013282732448
"positiu";8;"lloguer";48;26;"casat";"reg_no";"autonom";82;219;0;0;1400;1635;4.69714285714286;85.6269113149847
"positiu";1;"escriptura";48;42;"separat";"reg_no";"autonom";75;310;3500;0;1300;1700;8.67692307692308;76.4705882352941
"positiu";20;"lloguer";60;45;"casat";"reg_si";"autonom";93;175;1500;0;1500;1645;3.28;91.1854103343465
"negatiu";5;"escriptura";60;28;"casat";"reg_si";"autonom";75;0;21500;0;2000;2700;-2.25;74.0740740740741
"positiu";18;"escriptura";60;35;"casat";"reg_no";"fixe";75;179;7000;3200;1000;1455;4.32;68.7285223367698
"positiu";4;"pares";60;28;"divorciat";"reg_no";"fixe";35;185;0;0;1500;1797;6;83.4724540901503
"positiu";14;"escriptura";60;29;"casat";"reg_no";"fixe";60;210;8000;2500;1100;2050;6.81818181818182;53.6585365853659
"positiu";0;"lloguer";60;25;"casat";"reg_no";"fixe";53;77;0;0;870;920;1.6551724137931;94.5652173913043
"positiu";30;"escriptura";36;52;"casat";"reg_no";"autonom";45;33;3000;0;600;1011;-0.72;59.3471810089021
"negatiu";0;"lloguer";36;36;"casat";"reg_no";"temporal";82;70;3500;0;500;1350;-0.864;37.037037037037
"negatiu";1;"pares";60;23;"casat";"reg_no";"temporal";45;83;0;0;1140;1461;2;78.0287474332649
"negatiu";10;"escriptura";36;40;"casat";"reg_no";"autonom";90;17;9000;0;450;550;-5.84;81.8181818181818
"positiu";2;"escriptura";24;20;"solter";"reg_no";"fixe";45;176;5000;0;700;1299;4.49142857142857;53.8876058506544
"positiu";1;"pares";48;23;"solter";"reg_no";"fixe";35;65;0;0;400;1195;3.6;33.4728033472803
"positiu";1;"lloguer";60;35;"casat";"reg_no";"temporal";83;76;10000;0;1000;1350;-0.42;74.0740740740741
"positiu";19;"ignora_cont";36;43;"casat";"reg_no";"fixe";75;110;2000;300;700;1553;1.64571428571429;45.0740502253703
"negatiu";8;"lloguer";60;58;"casat";"reg_si";"fixe";60;0;0;0;1400;1996;-2.57142857142857;70.1402805611222
"positiu";0;"escriptura";24;33;"separat";"reg_no";"fixe";35;170;3000;0;600;1589;5.4;37.7595972309629
"negatiu";5;"altres viv";60;42;"casat";"reg_no";"fixe";75;95;0;0;1000;1067;1.2;93.7207122774133
"negatiu";2;"escriptura";48;43;"casat";"reg_no";"temporal";60;95;4000;1300;700;975;1.50857142857143;71.7948717948718
"negatiu";0;"lloguer";18;24;"solter";"reg_no";"temporal";39;40;0;0;300;460;0.06;65.2173913043478
"positiu";12;"escriptura";60;34;"casat";"reg_si";"fixe";75;165;5000;1500;1600;1682;2.8125;95.1248513674197
"negatiu";1;"escriptura";60;46;"casat";"reg_no";"fixe";75;50;2000;0;750;1302;-2;57.6036866359447
"positiu";14;"escriptura";60;45;"casat";"reg_si";"fixe";60;164;4000;0;1050;1383;5.94285714285714;75.9219088937093
"positiu";2;"pares";48;25;"casat";"reg_no";"autonom";60;150;0;0;1000;1300;4.32;76.9230769230769
"negatiu";1;"pares";12;26;"solter";"reg_no";"temporal";35;0;0;0;190;693;-2.21052631578947;27.4170274170274
"negatiu";1;"altres viv";30;20;"solter";"reg_no";"fixe";35;90;0;0;450;500;3.66666666666667;90
"positiu";3;"escriptura";60;30;"casat";"reg_no";"fixe";45;200;10000;2969;1650;1750;4.55672727272727;94.2857142857143
"positiu";1;"lloguer";60;35;"vidu";"reg_no";"fixe";45;100;0;0;1250;1400;2.64;89.2857142857143
"positiu";22;"pares";36;38;"casat";"reg_no";"fixe";75;110;2000;0;780;1785;1.61538461538462;43.6974789915966
"positiu";30;"escriptura";48;59;"casat";"reg_no";"fixe";45;150;4000;0;660;933;7.63636363636364;70.7395498392283
"negatiu";2;"altres viv";24;37;"casat";"reg_si";"autonom";60;0;0;0;1000;1795;-1.44;55.7103064066852
"positiu";1;"pares";48;40;"casat";"reg_no";"fixe";75;121;0;0;1320;1600;1.67272727272727;82.5
"positiu";5;"lloguer";48;34;"divorciat";"reg_no";"autonom";57;120;9000;0;950;1290;3.18315789473684;73.6434108527132
"positiu";17;"escriptura";60;57;"casat";"reg_no";"fixe";60;106;4000;0;870;979;3.17241379310345;88.8661899897855
"positiu";14;"altres viv";48;46;"casat";"reg_no";"fixe";60;100;81;1;800;1651;2.3994;48.4554815263477
"positiu";3;"lloguer";36;23;"casat";"reg_no";"temporal";53;79;0;0;600;650;1.56;92.3076923076923
"positiu";1;"lloguer";48;34;"solter";"reg_no";"fixe";45;98;6000;800;900;980;2.4;91.8367346938775
"positiu";17;"escriptura";36;38;"casat";"reg_no";"autonom";75;0;19000;800;700;795;-4.26857142857143;88.0503144654088
"positiu";35;"escriptura";60;52;"casat";"reg_no";"autonom";45;90;14000;0;2900;4600;0.931034482758621;63.0434782608696
"positiu";1;"pares";48;22;"solter";"reg_no";"fixe";35;210;0;0;1575;2082;5.33333333333333;75.6484149855908
"positiu";12;"escriptura";60;27;"casat";"reg_no";"fixe";60;160;2500;270;1400;1461;4.17;95.8247775496235
"positiu";2;"escriptura";60;27;"casat";"reg_no";"fixe";45;120;5000;400;1000;1140;4.26;87.719298245614
"positiu";7;"altres viv";60;26;"casat";"reg_si";"fixe";45;211;0;0;1400;1531;7.11428571428571;91.4435009797518
"negatiu";17;"escriptura";60;46;"casat";"reg_si";"fixe";75;80;3000;0;900;1286;0.333333333333333;69.9844479004666
"positiu";1;"altres viv";60;23;"solter";"reg_no";"temporal";35;70;0;0;1050;1190;2;88.2352941176471
"positiu";3;"escriptura";60;60;"casat";"reg_si";"altres sit";45;67;10000;0;1000;1683;1.32;59.41770647653
"positiu";7;"pares";60;27;"casat";"reg_no";"autonom";45;71;0;0;1500;1800;1.04;83.3333333333333
"positiu";13;"lloguer";60;36;"casat";"reg_no";"fixe";84;92;0;0;1200;1271;0.4;94.4138473642801
"positiu";15;"pares";24;46;"casat";"reg_no";"fixe";60;158;0;0;1000;1923;2.352;52.0020800832033
"positiu";0;"escriptura";12;65;"casat";"reg_no";"altres sit";60;115;3500;0;200;431;3.3;46.4037122969838
"negatiu";0;"lloguer";24;30;"casat";"reg_no";"temporal";83;80;0;0;500;650;-0.144;76.9230769230769
"positiu";5;"lloguer";60;37;"casat";"reg_no";"fixe";93;176;0;0;1800;2450;2.76666666666667;73.469387755102
"positiu";10;"escriptura";36;56;"casat";"reg_si";"autonom";90;321;26000;0;975;1576;8.52923076923077;61.8654822335025
"positiu";7;"escriptura";36;24;"casat";"reg_no";"fixe";60;112;3500;0;1100;1460;1.70181818181818;75.3424657534247
"positiu";2;"pares";36;20;"solter";"reg_no";"autonom";45;0;0;0;1000;1310;-1.62;76.3358778625954
"negatiu";0;"lloguer";60;28;"casat";"reg_no";"fixe";53;75;0;0;1100;1168;1.2;94.1780821917808
"positiu";10;"escriptura";24;50;"casat";"reg_no";"autonom";60;100;4000;0;700;1461;1.37142857142857;47.9123887748118
"positiu";2;"lloguer";48;31;"solter";"reg_no";"fixe";43;75;0;0;800;900;1.92;88.8888888888889
"positiu";12;"escriptura";48;51;"casat";"reg_no";"fixe";60;80;10000;0;1600;1661;0.6;96.3275135460566
"positiu";2;"lloguer";60;30;"casat";"reg_no";"fixe";92;170;0;0;1300;1525;3.6;85.2459016393443
"positiu";20;"altres viv";60;62;"casat";"reg_no";"altres sit";75;140;0;0;1300;1371;3;94.8212983223924
"negatiu";0;"escriptura";60;38;"casat";"reg_si";"temporal";75;120;3500;0;1500;1702;1.8;88.1316098707403
"positiu";12;"escriptura";60;50;"casat";"reg_no";"fixe";60;100;8000;0;1050;1657;2.28571428571429;63.3675316837658
"positiu";15;"escriptura";48;44;"casat";"reg_no";"fixe";60;200;3500;200;800;1218;8.28;65.6814449917898
"negatiu";0;"lloguer";60;41;"casat";"reg_si";"fixe";95;50;7000;4000;1600;1601;-3.1875;99.9375390381012
"negatiu";20;"contr_privat";60;40;"casat";"reg_no";"fixe";75;83;3000;0;1300;1435;0.369230769230769;90.5923344947735
"positiu";5;"escriptura";60;37;"casat";"reg_si";"autonom";75;75;12000;0;900;1014;0;88.7573964497041
"positiu";18;"altres viv";48;50;"casat";"reg_no";"autonom";75;62;5000;0;1700;2437;-0.367058823529412;69.7578990562167
"positiu";6;"pares";60;24;"separat";"reg_no";"fixe";45;220;3000;0;1600;1700;6.5625;94.1176470588235
"positiu";5;"escriptura";36;46;"casat";"reg_no";"autonom";60;100;4000;0;1100;1897;1.30909090909091;57.9862941486558
"positiu";11;"lloguer";24;26;"solter";"reg_no";"fixe";59;137;2500;0;350;1158;5.34857142857143;30.2245250431779
"positiu";1;"lloguer";48;27;"solter";"reg_no";"fixe";45;97;0;0;850;1000;2.93647058823529;85
"positiu";22;"escriptura";24;46;"casat";"reg_no";"fixe";60;100;10500;0;900;1635;1.06666666666667;55.045871559633
"positiu";2;"contr_privat";48;34;"casat";"reg_no";"fixe";90;170;6000;0;1280;1879;3;68.1213411389037
"negatiu";6;"escriptura";36;42;"casat";"reg_no";"fixe";105;151;48000;0;1635;1635;1.01284403669725;100
"negatiu";0;"escriptura";36;21;"solter";"reg_si";"temporal";35;115;2000;0;700;900;4.11428571428571;77.7777777777778
"positiu";15;"altres viv";48;60;"casat";"reg_no";"fixe";60;153;0;0;450;1188;9.92;37.8787878787879
"negatiu";0;"altres viv";60;42;"casat";"reg_si";"fixe";165;0;0;0;1300;1750;-7.61538461538461;74.2857142857143
"positiu";14;"lloguer";60;46;"casat";"reg_no";"autonom";67;67;0;0;1500;2250;0;66.6666666666667
"negatiu";6;"altres viv";24;23;"solter";"reg_si";"fixe";35;135;0;0;250;250;9.6;100
"positiu";5;"lloguer";48;29;"casat";"reg_no";"fixe";78;177;4000;0;700;960;6.78857142857143;72.9166666666667
"negatiu";2;"pares";48;28;"separat";"reg_no";"autonom";35;140;0;0;1000;1100;5.04;90.9090909090909
"positiu";14;"lloguer";48;43;"casat";"reg_no";"fixe";54;85;2000;0;500;800;2.976;62.5
"positiu";26;"escriptura";48;42;"casat";"reg_no";"fixe";60;95;6500;0;1180;1442;1.42372881355932;81.8307905686546
"positiu";0;"pares";36;32;"solter";"reg_no";"fixe";35;119;3000;0;1000;1345;3.024;74.3494423791822
"positiu";29;"escriptura";12;53;"casat";"reg_no";"fixe";45;145;27000;0;500;1230;2.4;40.650406504065
"positiu";4;"lloguer";48;28;"solter";"reg_no";"fixe";45;100;0;0;750;954;3.52;78.6163522012579
"positiu";4;"escriptura";24;55;"casat";"reg_no";"autonom";90;200;4500;0;800;1230;3.3;65.0406504065041
"positiu";20;"escriptura";6;59;"casat";"reg_no";"autonom";60;0;19;0;500;1402;-0.72;35.6633380884451
"negatiu";8;"escriptura";60;40;"casat";"reg_si";"fixe";75;96;4000;1700;2050;2050;0.117073170731707;100
"positiu";1;"altres viv";60;20;"solter";"reg_no";"fixe";35;85;0;0;850;1618;3.52941176470588;52.5339925834363
"negatiu";20;"escriptura";60;44;"casat";"reg_si";"autonom";75;60;3000;0;1500;1912;-0.6;78.4518828451883
"negatiu";5;"escriptura";60;39;"casat";"reg_si";"autonom";90;152;6000;0;1250;1600;2.976;78.125
"positiu";15;"escriptura";36;55;"casat";"reg_no";"autonom";75;70;14000;600;600;850;-0.66;70.5882352941177
"positiu";2;"lloguer";36;31;"solter";"reg_no";"altres sit";35;0;0;0;525;800;-2.4;65.625
"positiu";7;"escriptura";60;33;"casat";"reg_no";"autonom";75;138;4000;0;1400;2035;2.7;68.7960687960688
"positiu";10;"escriptura";60;41;"casat";"reg_no";"fixe";75;187;2500;0;1150;1250;5.84347826086957;92
"positiu";21;"altres viv";60;45;"vidu";"reg_no";"fixe";45;110;0;0;650;1584;6;41.0353535353535
"negatiu";2;"lloguer";18;38;"casat";"reg_no";"temporal";90;148;0;0;300;400;3.48;75
"positiu";0;"escriptura";36;41;"casat";"reg_no";"fixe";75;89;5500;0;1000;1670;0.504;59.8802395209581
"positiu";12;"lloguer";60;36;"casat";"reg_no";"fixe";56;106;0;0;1200;1823;2.5;65.825562260011
"negatiu";3;"pares";48;26;"casat";"reg_no";"autonom";35;0;3500;0;150;816;-11.2;18.3823529411765
"negatiu";11;"escriptura";48;34;"casat";"reg_si";"fixe";90;198;4500;0;1650;2165;3.14181818181818;76.2124711316397
"negatiu";2;"escriptura";60;53;"casat";"reg_no";"altres sit";60;40;5000;0;850;884;-1.41176470588235;96.1538461538462
"positiu";22;"escriptura";12;45;"casat";"reg_no";"fixe";60;100;3000;0;400;1531;1.2;26.1267145656434
"positiu";7;"escriptura";48;37;"casat";"reg_no";"fixe";75;145;6000;0;1250;1650;2.688;75.7575757575758
"negatiu";2;"escriptura";60;29;"casat";"reg_si";"fixe";60;80;4000;0;1000;1248;1.2;80.1282051282051
"positiu";20;"escriptura";48;45;"casat";"reg_no";"autonom";90;0;30000;0;1100;2500;-3.92727272727273;44
"positiu";7;"escriptura";36;33;"casat";"reg_no";"fixe";45;208;4000;0;500;1288;11.736;38.8198757763975
"negatiu";14;"lloguer";36;43;"casat";"reg_si";"fixe";96;212;0;0;600;750;6.96;80
"positiu";7;"escriptura";18;40;"casat";"reg_si";"fixe";75;169;4000;400;400;1717;4.05;23.296447291788
"positiu";8;"contr_privat";48;22;"casat";"reg_no";"fixe";45;120;2500;1200;880;882;3.43636363636364;99.7732426303855
"positiu";21;"lloguer";36;42;"separat";"reg_si";"fixe";53;180;0;0;850;950;5.37882352941176;89.4736842105263
"negatiu";1;"lloguer";48;41;"casat";"reg_no";"temporal";89;136;0;0;1070;1378;2.10841121495327;77.6487663280116
"positiu";1;"escriptura";12;28;"casat";"reg_no";"temporal";45;130;18000;2500;400;2575;1.8;15.5339805825243
"positiu";14;"escriptura";60;35;"casat";"reg_no";"fixe";75;205;5000;0;1350;1442;5.77777777777778;93.619972260749
"positiu";2;"altres viv";36;26;"casat";"reg_no";"fixe";35;148;4000;0;700;1300;5.81142857142857;53.8461538461538
"positiu";3;"pares";60;25;"solter";"reg_no";"fixe";35;174;0;0;1000;1252;8.34;79.8722044728434
"positiu";14;"escriptura";60;54;"casat";"reg_no";"fixe";60;90;5000;0;800;1517;2.25;52.7356624917601
"positiu";3;"contr_privat";36;26;"casat";"reg_no";"autonom";60;68;5000;90;900;1501;0.284;59.9600266489007
"negatiu";0;"altres viv";36;22;"solter";"reg_no";"fixe";35;0;0;0;800;800;-1.575;100
"positiu";10;"lloguer";48;26;"solter";"reg_no";"fixe";52;169;2000;0;1000;1242;5.616;80.5152979066023
"negatiu";2;"pares";60;34;"solter";"reg_si";"temporal";35;103;0;0;1250;1293;3.264;96.6744006187162
"positiu";3;"lloguer";48;32;"casat";"reg_no";"fixe";57;121;0;0;1200;1952;2.56;61.4754098360656
"negatiu";10;"lloguer";36;40;"casat";"reg_no";"fixe";115;100;0;0;375;375;-1.44;100
"positiu";1;"escriptura";42;35;"casat";"reg_no";"fixe";75;54;6000;0;1000;1900;-0.882;52.6315789473684
"positiu";22;"lloguer";60;47;"casat";"reg_no";"fixe";56;114;0;0;1000;1163;3.48;85.9845227858985
"positiu";11;"escriptura";60;26;"casat";"reg_no";"fixe";45;81;4000;1800;1000;1206;1.08;82.9187396351576
"negatiu";1;"escriptura";24;51;"casat";"reg_si";"autonom";180;194;65000;0;1500;1753;0.224;85.5675984027382
"positiu";0;"pares";48;31;"solter";"reg_no";"temporal";35;65;2500;0;1000;1560;1.44;64.1025641025641
"positiu";17;"escriptura";36;43;"casat";"reg_no";"fixe";60;250;9000;0;1000;1204;6.84;83.0564784053156
"positiu";12;"escriptura";36;45;"casat";"reg_no";"fixe";90;90;30000;0;750;1374;0;54.5851528384279
"positiu";10;"lloguer";48;33;"casat";"reg_no";"fixe";100;103;0;0;950;1541;0.151578947368421;61.6482803374432
"positiu";10;"lloguer";36;31;"casat";"reg_no";"fixe";61;164;5000;0;1000;1440;3.708;69.4444444444444
"positiu";0;"pares";24;29;"solter";"reg_no";"altres sit";35;0;0;0;600;1243;-1.4;48.2703137570394
"negatiu";1;"altres viv";48;28;"casat";"reg_si";"fixe";60;129;0;0;1300;1608;2.54769230769231;80.8457711442786
"positiu";4;"lloguer";60;25;"solter";"reg_no";"fixe";50;150;0;0;1500;2600;4;57.6923076923077
"positiu";1;"pares";30;22;"solter";"reg_no";"fixe";35;80;4000;0;600;850;2.25;70.5882352941177
"positiu";11;"escriptura";60;33;"vidu";"reg_no";"fixe";45;90;8000;0;850;1105;3.17647058823529;76.9230769230769
"positiu";5;"altres viv";60;31;"casat";"reg_no";"fixe";75;95;2000;0;1100;1388;1.09090909090909;79.2507204610951
"negatiu";7;"pares";60;24;"solter";"reg_no";"fixe";35;92;0;0;1618;1618;2.11372064276885;100
"positiu";0;"escriptura";18;39;"casat";"reg_no";"fixe";75;47;3500;0;350;1236;-1.44;28.3171521035599
"positiu";17;"escriptura";36;42;"casat";"reg_no";"fixe";45;115;4000;0;700;1631;3.6;42.9184549356223
"positiu";1;"escriptura";60;49;"casat";"reg_no";"temporal";60;115;4000;0;1870;2622;1.76470588235294;71.3196033562166
"positiu";20;"escriptura";60;49;"casat";"reg_no";"fixe";60;130;4000;0;1100;1738;3.81818181818182;63.2911392405063
"positiu";22;"contr_privat";60;36;"casat";"reg_no";"fixe";75;190;3500;0;1300;1579;5.30769230769231;82.3305889803673
"positiu";6;"escriptura";48;34;"casat";"reg_no";"autonom";90;0;4500;0;1100;1192;-3.92727272727273;92.2818791946309
"negatiu";4;"pares";36;22;"solter";"reg_no";"fixe";35;58;1000;0;400;525;2.07;76.1904761904762
"positiu";0;"escriptura";36;65;"casat";"reg_no";"altres sit";45;75;5000;0;400;935;2.7;42.7807486631016
"positiu";7;"escriptura";24;39;"casat";"reg_no";"fixe";75;260;10000;0;400;1100;11.1;36.3636363636364
"positiu";24;"escriptura";24;47;"casat";"reg_no";"fixe";75;136;4000;0;435;935;3.36551724137931;46.524064171123
"positiu";18;"pares";60;32;"casat";"reg_no";"fixe";75;152;5000;0;1400;1640;3.3;85.3658536585366
"positiu";0;"pares";60;25;"casat";"reg_no";"altres sit";45;209;2000;0;900;1436;10.9333333333333;62.6740947075209
"positiu";20;"escriptura";60;41;"casat";"reg_no";"fixe";75;186;8000;50;900;1700;7.36666666666667;52.9411764705882
"negatiu";3;"pares";60;41;"solter";"reg_si";"fixe";35;90;0;0;949;949;3.47734457323498;100
"negatiu";0;"escriptura";60;23;"casat";"reg_no";"fixe";45;120;4000;1000;1200;1476;3.25;81.3008130081301
"positiu";2;"escriptura";60;29;"casat";"reg_no";"fixe";60;110;2000;0;1020;1648;2.94117647058824;61.8932038834951
"negatiu";0;"escriptura";60;39;"casat";"reg_si";"autonom";45;80;6000;0;1100;1131;1.90909090909091;97.2590627763042
"positiu";7;"escriptura";48;42;"casat";"reg_no";"fixe";60;132;8000;720;1000;1350;3.1104;74.0740740740741
"positiu";3;"escriptura";24;27;"casat";"reg_no";"fixe";45;245;14000;0;500;2070;9.6;24.1545893719807
"positiu";10;"escriptura";48;34;"casat";"reg_no";"autonom";75;200;19000;0;750;1590;8;47.1698113207547
"positiu";3;"pares";24;29;"solter";"reg_no";"fixe";35;66;0;0;300;525;2.48;57.1428571428571
"negatiu";9;"escriptura";36;43;"casat";"reg_si";"autonom";75;0;12000;0;1700;1730;-1.58823529411765;98.2658959537572
"positiu";30;"escriptura";48;60;"casat";"reg_no";"autonom";60;6;16000;0;1200;1636;-2.16;73.3496332518337
"positiu";3;"escriptura";18;24;"casat";"reg_no";"temporal";45;185;3500;0;600;925;4.2;64.8648648648649
"positiu";30;"altres viv";60;46;"casat";"reg_no";"fixe";60;144;1;0;1350;1478;3.73333333333333;91.339648173207
"negatiu";15;"escriptura";48;50;"casat";"reg_no";"fixe";60;241;5000;0;1800;2417;4.82666666666667;74.4724865535788
"positiu";10;"lloguer";48;28;"casat";"reg_no";"fixe";56;108;0;0;1100;1684;2.26909090909091;65.3206650831354
"positiu";1;"lloguer";24;24;"casat";"reg_no";"temporal";50;50;0;0;350;400;0;87.5
"positiu";4;"pares";60;23;"solter";"reg_no";"fixe";35;80;10000;0;1000;1559;2.7;64.143681847338
"positiu";7;"escriptura";12;51;"casat";"reg_no";"autonom";75;120;5000;0;250;375;2.16;66.6666666666667
"positiu";6;"pares";36;29;"casat";"reg_no";"fixe";105;168;14000;0;650;679;3.48923076923077;95.7290132547865
"positiu";14;"escriptura";60;41;"casat";"reg_no";"fixe";75;183;4000;1100;1500;2730;3.88;54.9450549450549
"positiu";1;"pares";60;24;"solter";"reg_no";"fixe";35;90;0;0;800;994;4.125;80.4828973843058
"positiu";25;"escriptura";48;51;"casat";"reg_no";"fixe";75;156;3000;0;700;1172;5.55428571428571;59.7269624573379
"positiu";8;"escriptura";36;31;"separat";"reg_no";"fixe";35;102;3000;0;1000;1364;2.412;73.3137829912023
"negatiu";5;"escriptura";60;26;"solter";"reg_si";"autonom";35;142;5500;3800;950;977;4.35789473684211;97.2364380757421
"positiu";8;"escriptura";54;31;"casat";"reg_no";"fixe";75;280;14000;7000;850;1050;8.57647058823529;80.9523809523809
"positiu";20;"escriptura";60;54;"casat";"reg_no";"fixe";60;195;15000;0;900;1430;9;62.9370629370629
"negatiu";2;"lloguer";36;23;"solter";"reg_no";"fixe";43;79;0;0;900;1000;1.44;90
"positiu";18;"contr_privat";36;45;"casat";"reg_no";"fixe";45;220;20000;0;800;1600;7.875;50
"positiu";10;"escriptura";36;39;"casat";"reg_no";"fixe";90;122;3000;0;500;1472;2.304;33.9673913043478
"negatiu";2;"pares";36;39;"casat";"reg_si";"fixe";60;87;0;0;2000;2300;0.486;86.9565217391304
"positiu";20;"pares";48;37;"solter";"reg_no";"fixe";35;114;0;0;1200;2472;3.16;48.5436893203884
"negatiu";20;"lloguer";48;45;"solter";"reg_no";"autonom";35;0;0;0;900;1300;-1.86666666666667;69.2307692307692
"positiu";7;"contr_privat";60;24;"solter";"reg_no";"fixe";35;187;4000;2400;1400;1480;5.48571428571429;94.5945945945946
"negatiu";0;"VivUnkown";48;23;"casat";"reg_no";"temporal";45;26;1;1;1350;1562;-0.675911111111111;86.4276568501921
"negatiu";3;"escriptura";60;39;"casat";"reg_no";"autonom";75;491;90000;0;4000;6700;6.24;59.7014925373134
"positiu";22;"escriptura";36;45;"casat";"reg_no";"fixe";75;250;10000;0;500;1026;12.6;48.7329434697856
"positiu";10;"lloguer";60;38;"casat";"reg_si";"fixe";110;204;0;0;1500;1531;3.76;97.9751796211626
"positiu";20;"lloguer";24;40;"casat";"reg_no";"fixe";77;165;0;0;500;1532;4.224;32.6370757180157
